city,latitude,longitude,name,province
Montoursville,41.26133,-76.91637,Wendy's,PA
Jersey Shore,41.20428,-77.26291,Arby's,PA
Orangeburg,33.491148,-80.854839,Taco Bell,SC
York,39.977,-76.6815,KFC,PA
York,39.958261,-76.682165,Burger King,PA
Mitchell,43.715443,-98.029753,Taco John's,SD
Mitchell,43.695999,-98.014503,Arby's,SD
Mitchell,43.72603,-98.02481,McDonalds,SD
Mitchell,43.7018,-98.0445,Dairy Queen,SD
Mobridge,45.5372,-100.4292,Dairy Queen,SD
Mitchell,43.68891,-98.00764,Quiznos,SD
Mitchell,43.690288,-98.01333,Culver's,SD
Pierre,44.36379,-100.348476,Pizza Hut,SD
Pierre,44.360436,-100.332062,Domino's Pizza,SD
Vermillion,42.78637,-96.92102,Burger King,SD
Vermillion,42.78675,-96.92441,Domino's Pizza,SD
Vermillion,42.786621,-96.918727,Subway,SD
Vermillion,42.78734,-96.92964,McDonald's,SD
Walterboro,32.9202,-80.6768,Captain D's Seafood,SC
Brookings,44.311119,-96.774114,Arby's,SD
Brookings,44.30916,-96.798538,Subway,SD
Adamsville,35.2349,-88.3847,SONIC Drive In,TN
Dillon,34.419208,-79.415725,Arby's,SC
Dillon,34.438562,-79.370947,Wendy's,SC
Winner,43.376564,-99.845445,Pizza Hut,SD
Winner,43.376558,-99.850683,McDonald's,SD
Greenwood,34.2073,-82.1887,McDonald's,SC
Greenwood,34.21275,-82.1794,Subway,SC
Greenwood,34.203,-82.1972,Bojangles' Famous Chicken 'n Biscuits,SC
Lancaster,34.736693,-80.777561,Bojangles' Famous Chicken 'n Biscuits,SC
Lancaster,34.7314,-80.8067,SONIC Drive In,SC
Norwalk,41.2257,-82.6006,Burger King,OH
Washington Court House,39.52833,-83.45208,McDonald's,OH
Washington Court House,39.55205,-83.4221,Arby's,OH
Washington Court House,39.544901,-83.426653,McDonald's,OH
Willard,41.04214,-82.7235,Wendy's,OH
Cookeville,36.155576,-85.517256,Taco Bell,TN
West Union,38.7829,-83.5625,McDonald's,OH
Ashland,40.8587,-82.2669,McDonald's,OH
Ashland,40.8653,-82.2945,KFC,OH
Ashland,40.86153,-82.32442,Burger King,OH
Mcalester,34.91693,-95.74473,Taco Bell,OK
Mcalester,34.91634,-95.74597,Arby's,OK
Cleveland,35.131,-84.86406,McDonald's,TN
Cleveland,35.183421,-84.872063,Krystal,TN
Rutland,43.6075,-72.9776,Domino's Pizza,VT
Rutland,43.630949,-72.976316,Burger King,VT
Rutland,43.5981,-72.9708,KFC,VT
Rutland,43.6096,-72.9724,Wendy's,VT
Rutland,43.62267,-72.95304,McDonald's,VT
Barre,44.17394,-72.50665,McDonald's,VT
Barre,44.22718,-72.55278,Burger King,VT
Mineral Wells,32.809159,-98.096445,Jack in the Box,TX
Mineral Wells,32.8095,-98.0926,Whataburger,TX
Cairo,42.2967,-73.9898,McDonald's,NY
Kennewick,46.22623,-119.20809,McDonald's,WA
Victoria,28.82756,-97.00164,Wendy's,TX
Victoria,28.81016,-96.97731,McDonald's,TX
Port Lavaca,28.6195,-96.6394,McDonald's,TX
Wenatchee,47.466556,-120.335093,Arby's,WA
Wenatchee,47.4527,-120.3341,Wendy's,WA
Wenatchee,47.4367,-120.3242,McDonald's,WA
East Wenatchee,47.40552,-120.28001,Burger King,WA
Bowie,33.56045,-97.85103,Chicken Express,TX
Brady,31.1128,-99.3359,McDonald's,TX
Brownfield,33.183664,-102.274107,Burger King,TX
Buffalo,31.448,-96.0779,SONIC Drive In,TX
Aberdeen,46.976,-123.8139,Jack in the Box,WA
Aberdeen,46.977332,-123.804794,KFC - Kentucky Fried Chicken,WA
Aberdeen,46.9776,-123.804,KFC,WA
Aberdeen,46.977584,-123.803555,Taco Bell,WA
Childress,34.435321,-100.230335,Arby's,TX
Center,31.8025,-94.1919,McDonald's,TX
Center,31.8112,-94.1943,KFC,TX
Center,31.80403,-94.19157,Whataburger,TX
Bellingham,48.7839,-122.4872,McDonald's,WA
Burlington,48.50922,-122.33873,Jack in the Box,WA
Burlington,48.4713,-122.3352,Jack in the Box,WA
Burlington,48.4557,-122.3353,Wendy's,WA
Galax,36.686069,-80.886661,Taco Bell,VA
Galax,36.681278,-80.894596,McDonald's,VA
Galax,36.67182,-80.91769,Wendy's,VA
Galax,36.6906,-80.8825,KFC,VA
Galax,36.690203,-80.88299,Arby's,VA
Wilmington,34.243498,-77.888748,Bojangles' Famous Chicken 'n Biscuits,NC
Chanute,37.65786,-95.45206,Subway,KS
Laramie,41.31364,-105.59374,Subway,WY
Laramie,41.3098,-105.5747,Subway,WY
Dumas,33.88344,-91.48334,Subway,AR
Florence,38.99941,-84.64447,Subway,KY
Milton,44.62584,-73.11798,SUBWAY,VT
Edwardsville,38.807451,-89.95148,Dairy Queen,IL
Williamston,35.83722,-77.06609,Dairy Queen,NC
Beatrice,40.265845,-96.742699,Dairy Queen,NE
Mexico,39.157575,-91.886431,Dairy Queen,MO
Morton,40.60897,-89.46248,Dairy Queen,IL
Rockford,42.223428,-89.072105,Dairy Queen,IL
Rainelle,37.9687,80.770139,Dairy Queen,WV
Hot Springs,43.42242,103.46362,Dairy Queen,SD
Madison,44.00705574,97.11372035,Dairy Queen,SD
Kenosha,42.614927,87.950204,Dairy Queen,WI
La Crosse,43.76990875,91.21469807,Dairy Queen,WI
Benton,32.68070694,93.74572491,Dairy Queen,LA
Natchitoches,31.74691,-93.08267,Dairy Queen,LA
Cicero,43.156757,76.121605,Dairy Queen,NY
Clayton,36.44031,-103.177512,Dairy Queen,NM
Santa Fe,35.87877,-106.00889,Dairy Queen,NM
Kingsland,30.66154246,98.44620227,Dairy Queen,TX
Jeffersonville,38.313204,85.702012,Dairy Queen,IN
Scappoose,45.75166,122.8783,Dairy Queen,OR
Millersburg,40.5406,-81.9152,Dairy Queen,OH
Frankfort,38.172834,84.89815,Dairy Queen,KY
Galena,37.074888,-94.634943,Dairy Queen,KS
Barbourville,36.868729,83.880793,Dairy Queen,KY
Bowling Green,36.9601,-86.46885,Dairy Queen,KY
Breezewood,40.00037,-78.23415,Dairy Queen,PA
Rochester,46.801624,123.012361,Dairy Queen,WA
Chesapeake,36.76721,-76.2287,Pizza Hut,VA
Blackstone,37.0835,-77.9964,McDonald's,VA
Albion,41.91086,-80.44732,Cherry Hill Drive In Ice Cream,PA
Decatur,33.73573,-84.28677,Captain D's,GA
East Saint Louis,38.554575,-90.16763,Captain D's,IL
Fort Valley,32.55883,-83.88626,Captain D's,GA
Gardendale,33.656798,-86.812118,Captain D's,AL
Savannah,35.225088,-88.243742,Taco Bell,TN
Saint Johnsbury,44.4166,-72.0165,McDonald's,VT
Saint Louis,38.50607,-90.33005,Chick-fil-A,MO
Saint Louis,38.508,-90.3333,KFC,MO
Leesville,31.12547,-93.26781,Checkers,LA
Elko,40.83736,-115.79098,Arby's,NV
Eloy,32.80644,-111.67213,Arby's,AZ
Eagle River,61.3262,-149.5718,Arby's,AK
Kingfisher,35.85064,-97.93226,KFC,OK
Owensville,38.3448,-91.4939,Mcdonalds,MO
Pryor,36.29324,-95.32363,McDonald's,OK
Oxford,36.2984,-78.5848,Taco Bell,NC
Sainte Genevieve,37.9677,-90.0494,McDonald's,MO
Cincinnati,39.1928,-84.65971,White Castle,OH
Spokane,47.7003,-117.4436,McDonalds,WA
Cincinnati,39.201,-84.5213,White Castle,OH
Cincinnati,39.222,-84.5179,KFC,OH
Fairfield,31.713239,-96.178399,Taco Bell,TX
Raymondville,26.4824,-97.7683,McDonald's,TX
Baker City,44.78203,-117.81509,McDonald's,OR
Shirley,40.8004,-72.8748,KFC,NY
Salem,37.6381,-91.535,KFC,MO
Salem,37.6362,-91.5319,SONIC Drive In,MO
Easthampton,42.278666,-72.671148,Burger King,MA
Placerville,38.72063,-120.832705,In-N-Out Burger,CA
Fort Lauderdale,26.062749,-80.346627,Burger King,FL
Rancho Cordova,38.594428,-121.287642,Burger King,CA
Kingston,41.9877,-70.7158,Burger King,MA
Kirkland,47.7119,-122.187,Burger King,WA
Knoxville,35.87398,-84.23658,Burger King,TN
Miami,25.8895,-80.1648,Flip Burger Bar,FL
Rawlins,41.788,-107.238,Domino's Pizza,WY
Owens Cross Roads,34.66075,-86.48332,Chick-fil-A,AL
Boise,43.58201,-116.21433,Domino's Pizza,ID
Valley Stream,40.666708,-73.704689,Burger King,NY
Nampa,43.54698,-116.53378,Domino's Pizza,ID
Hanover,42.147511,-70.845478,Burger King,MA
Hartford,41.738144,-72.66816,Burger King,CT
New Richmond,45.10765,-92.53687,Burger King,WI
Harrison,39.25871,-84.799569,Burger King,OH
Hastings,44.715611,-92.846607,Burger King,MN
Bangor,44.81566,-68.80779,Burger King,ME
Bartlesville,36.74472,-95.93437,Burger King,OK
Carencro,30.32057,-92.03281,Burger King,LA
Placerville,38.730972,-120.786137,Taco Bell,CA
Platte City,39.3546,-94.76436,Taco Bell,MO
Cleveland,41.4145,-81.6317,Burger King,OH
Cleveland,41.4383,-81.8725,Burger King,OH
Cleveland,41.4501,-81.5645,Burger King,OH
Cedar Rapids,41.975672,-91.715931,Burger King,IA
Clinton,41.81554,-90.23806,Burger King,IA
Clinton,36.09612,-84.1362,Burger King,TN
Collinsville,38.68697,-90.00766,Burger King,IL
Colorado Springs,38.825865,-104.757365,Burger King,CO
Coopersville,43.057971,-85.956802,Burger King,MI
Colorado Springs,38.8749,-104.7207,Burger King,CO
Columbia City,41.16565,-85.48755,Burger King,IN
Corning,39.92724,-122.197914,Burger King,CA
Colorado Springs,38.937271,-104.759079,Burger King,CO
Shelby,35.2684,-81.4853,McDonald's,NC
Columbus,39.98745,-83.02792,Burger King,OH
Albany,42.6964,-73.8824,Burger King,NY
Troy,42.745755,-73.642168,Burger King,NY
Lake Ariel,41.408997,-75.50695,Burger King,PA
Lake Orion,42.765214,-83.240999,Burger King,MI
Lake Zurich,42.1885,-88.103,Burger King,IL
Lockport,43.147235,-78.698348,Burger King,NY
Lakewood,47.1668,-122.5159,Burger King,WA
Hillsboro,45.53736,-122.90057,Burger King,OR
Hilo,19.698786,-155.06082,Burger King,HI
Houma,29.6105,-90.7519,Burger King,LA
Houma,29.59167,-90.73489,Burger King,LA
Kenner,30.020939,-90.25427,Burger King,LA
Kennesaw,34.05561,-84.5573,Burger King,GA
Kent,47.400917,-122.227866,Burger King,WA
Kent,47.38133,-122.24926,Burger King,WA
Kennett,36.236798,-90.035942,Burger King,MO
Luray,38.6622,-78.49155,Burger King,VA
Marion,42.033264,-91.586355,Burger King,IA
Sandusky,41.4206,-82.7567,Greyhound,OH
Depew,42.918941,-78.737331,Burger King,NY
Shawnee,38.9949,-94.7145,Church's Chicken,KS
Minneapolis,44.86359,-93.35334,Burger King,MN
Romulus,42.23306,-83.38503,McDonald's,MI
Covington,30.4381,-90.08357,Burger King,LA
Covington,39.086822,-84.519601,Burger King,KY
Crete,40.625243,-96.957562,Burger King,NE
Crown Point,41.431926,-87.364454,Burger King,IN
Dothan,31.22804,-85.43136,Burger King,AL
Norman,35.21971,-97.423433,Burger King,OK
Norristown,40.14181,-75.389151,Burger King,PA
North Canton,40.88142,-81.42912,Burger King,OH
Chesterton,41.61729,-87.04294,Burger King,IN
Monmouth,40.92425,-90.64808,Burger King,IL
Mount Carmel,38.41316,-87.76726,Burger King,IL
Mount Joy,40.10976,-76.48087,Burger King,PA
Monroe,39.44426,-84.38155,Burger King,OH
Brewton,31.1351,-87.06881,Burger King,AL
Braintree,42.202827,-70.99957,Burger King,MA
Lindsay,36.20409,-119.10427,Burger King,CA
Amherst,41.379787,-82.223,Burger King,OH
Anniston,33.66823,-85.8273,Burger King,AL
Gig Harbor,47.3218,-122.5881,Burger King,WA
Brunswick,31.21315,-81.49214,Burger King,GA
Burlington,39.019518,-84.695796,Burger King,KY
Burnsville,44.74493,-93.27912,Burger King,MN
Mentor,41.71507,-81.29964,Burger King,OH
Menomonie,44.876,-91.92373,Burger King,WI
Arkadelphia,34.121122,-93.084261,Burger King,AR
Martinsville,39.40988,-86.42362,Burger King,IN
Arlington,48.180581,-122.126926,Burger King,WA
Marysville,39.1262,-121.5761,Burger King,CA
Glen Ellyn,41.8597,-88.0634,Burger King,IL
Ashland,46.59247,-90.88282,Burger King,WI
Mcallen,26.26989,-98.23499,Burger King,TX
Atlanta,33.9194,-84.3798,Burger King,GA
Memphis,35.06034,-89.99767,Burger King,TN
Chesterfield,38.64121,-90.56784,Noodles & Company,MO
Endicott,42.099313,-76.04791,Wendy's,NY
Owego,42.113808,-76.2528,Wendy's,NY
Uhrichsville,40.4108,-81.3488,McDonald's,OH
Flat Rock,42.13495,-83.268372,Burger King,MI
Biscoe,35.361,-79.7701,Bojangles' Famous Chicken 'n Biscuits,NC
Farmington,42.4621,-83.369866,Burger King,MI
Eureka,38.506872,-90.631156,Burger King,MO
Twin Falls,42.56829,-114.46019,Burger King,ID
Folsom,38.64293,-121.19069,Burger King,CA
Bay Minette,30.884432,-87.787837,Burger King,AL
Beatrice,40.27097,-96.74727,Burger King,NE
Traverse City,44.7442,-85.64093,Burger King,MI
Troy,38.98679,-90.97617,Burger King,MO
Bedford,41.39332,-81.53653,Burger King,OH
Topeka,39.05168,-95.69946,Burger King,KS
Bellevue,39.102393,-84.487981,Burger King,KY
Parker,34.15143,-114.28642,Burger King,AZ
Pekin,40.55092,-89.60781,Burger King,IL
Dover,40.5264,-81.489,KFC,OH
Boone,36.20183,-81.66207,Arby's,NC
Boone,36.2053,-81.6694,Wendy's,NC
Wheatland,42.05127,-104.96131,Taco John's,WY
Shreveport,32.45047,-93.72139,Burger King,LA
Shreveport,32.39898,-93.74858,Burger King,LA
Boone,36.204913,-81.66803,Taco Bell,NC
Boone,36.2096,-81.6741,Hardee's,NC
Boone,36.204748,-81.668966,Bojangles' Famous Chicken 'n Biscuits,NC
Boone,36.20624,-81.67109,McDonald's,NC
Storm Lake,42.64782,-95.19806,Taco John's,IA
Winona,44.04692,-91.66883,Taco John's,MN
Carrollton,40.58242,-81.09161,McDonald's,OH
Dubuque,42.51148,-90.66971,Taco John's,IA
Fort Dodge,42.50091,-94.15632,Taco John's,IA
Holdrege,40.4376,-99.38308,Taco John's,NE
Hastings,40.57608,-98.3921,Taco John's,NE
Indianola,41.37047,-93.55883,Taco John's,IA
La Crosse,43.801421,-91.239416,Taco John's,WI
Rome,43.2129,-75.4652,Wendy's,NY
Starkville,33.4529,-88.8334,Chick-Fil-A,AL
Jeffersonville,38.288293,-85.729192,Burger King,IN
Joplin,37.090824,-94.4743,Burger King,MO
Kansas City,39.14532,-94.55796,Burger King,MO
Oklahoma City,35.43469,-97.438792,Burger King,OK
Delhi,32.44697,-91.49281,Burger King,LA
Denver,39.69838,-104.90427,Burger King,CO
Des Moines,41.600965,-93.558038,Burger King,IA
Des Moines,41.647845,-93.600072,Burger King,IA
Tacoma,47.242757,-122.525309,Taco Time,WA
Page,36.90777,-111.48161,Burger King,AZ
Osseo,45.1042,-93.4552,Burger King,MN
Cleveland,33.74587,-90.71591,Burger King,MS
Oroville,39.4996,-121.5655,Burger King,CA
Oxford,33.60251,-85.83377,Burger King,AL
Owensboro,37.756923,-87.149467,Burger King,KY
Oneonta,42.4472,-75.05,McDonald's,NY
Brownwood,31.729456,-98.985878,Taco Bell,TX
Troy,38.98683,-90.96775,Taco Bell,MO
Tupelo,34.24847,-88.716753,Taco Bell,MS
Turlock,37.51772,-120.84834,Taco Bell,CA
Caldwell,43.64908,-116.6672,Taco Bell,ID
Valdosta,30.84221,-83.32427,Taco Bell,GA
West Lafayette,40.42317,-86.90786,Taco Bell,IN
West Monroe,32.51051,-92.15776,Taco Bell,LA
Cleveland,33.75016,-90.71587,Domino's Pizza,MS
Wentzville,38.811769,-90.871981,Taco Bell,MO
Portland,45.394334,-122.747032,Burger King,OR
Portland,45.494471,-122.578286,Burger King,OR
Plainville,42.009583,-71.30556,Burger King,MA
Westwego,29.8985,-90.1423,Taco Bell,LA
Williamsburg,36.72547,-84.16553,Taco Bell,KY
Williamsport,41.24955,-76.96618,Taco Bell,PA
Pocatello,42.899077,-112.433434,Burger King,ID
Pittsburgh,40.382569,-79.977038,Burger King,PA
Carrollton,38.65218,-85.12558,Taco Bell,KY
Rawlins,41.79125,-107.20923,Burger King,WY
Princeton,45.5526,-93.58688,Burger King,MN
Cassville,36.6744,-93.8714,Taco Bell,MO
Cedar Falls,42.51238,-92.43069,Taco Bell,IA
Fairfield,38.22268,-122.1264,McDonald's,CA
Fort Stockton,30.908125,-102.8841,Burger King,TX
Franklin,39.49126,-86.06367,Burger King,IN
Freeland,43.52505,-84.12482,Burger King,MI
Front Royal,38.91186,-78.18787,Burger King,VA
Fort Madison,40.624002,-91.374393,Burger King,IA
Oswego,43.453915,-76.52607,McDonald's,NY
Greenfield,39.810868,-85.769857,Burger King,IN
Rogersville,36.397949,-83.016006,Pal's Sudden Service,TN
Grand Junction,39.039467,-108.54112,Burger King,CO
Grand Rapids,42.966615,-85.679417,Burger King,MI
Grandville,42.885404,-85.782717,Burger King,MI
Warrenton,38.71846,-77.80804,Burger King,VA
Ventura,34.281365,-119.301068,Burger King,CA
Oneida,43.0785,-75.6432,Wendy's,NY
Rochester,43.1959,-77.6007,Burger King,NY
Oneida,43.07921,-75.6454,Burger King,NY
Asbury Park,40.2636,-74.0425,McDonald's,NJ
Goldsboro,35.380475,-77.932916,Chick-fil-A,NC
Valrico,27.9384,-82.2532,McDonald's,FL
Goldsboro,35.40122,-78.01687,Hardee's,NC
Franklin,35.18693,-83.37137,McDonald's,NC
Franklin,35.16566,-83.40051,Burger King,NC
Franklin,35.16191,-83.391,Arby's,NC
Franklin,35.162468,-83.392228,Bojangles' Famous Chicken 'n Biscuits,NC
Marlton,39.8974,-74.9303,Five Guys,NJ
Anadarko,35.0573,-98.2551,McDonald's,OK
Bloomfield,40.8363,-74.181,McDonald's,NJ
Bartlesville,36.745082,-95.91728,Pizza Hut,OK
Ada,34.778,-96.6702,SONIC Drive In,OK
Ada,34.78304,-96.65208,McDonald's,OK
Ada,34.77794,-96.66958,Arby's,OK
Bartlesville,36.75009,-95.945803,Arby's,OK
Bartlesville,36.74635,-95.9345,McDonald's,OK
Bartlesville,36.7506,-95.939,Wendy's,OK
Chico,39.724031,-121.850258,Burger King,CA
Oroville,39.49769,-121.57241,Wendy's,CA
New Port Richey,28.2353,-82.6665,McDonald's,FL
Livingston,37.387823,-120.736552,Jack in the Box,CA
Atoka,34.3752,-96.1352,McDonald's,OK
Ada,34.7827,-96.6493,Domino's Pizza,OK
Carson City,39.1726,-119.7467,El Pollo Loco,NV
Marietta,33.9411,-97.128,Sonic Drive-In,OK
Las Vegas,36.0434,-115.1872,Taco Time,NV
Elyria,41.367763,-82.110575,Burger King,OH
Santa Cruz,36.96093,-122.04805,Domino's Pizza,CA
Amherst,41.4119,-82.2101,McDonald's,OH
North Port,27.0737,-82.1557,Burger King,FL
Cleveland,41.527,-81.5858,Wendy's,OH
Lagrange,41.243676,-82.119717,McDonald's,OH
Saint Albans,44.81303,-73.08328,SUBWAY,VT
Gettysburg,39.81739,-77.23639,KFC,PA
Littlestown,39.74966,-77.093895,McDonald's,PA
Colchester,44.54342,-73.21404,Subway,VT
Warren,41.2347,-80.8101,McDonald's,OH
Myerstown,40.377705,-76.310539,Hardee's,PA
Lebanon,40.3423,-76.3985,Burger King,PA
Venice,27.1076,-82.4385,McDonald's,FL
Paso Robles,35.64,-120.6885,KFC,CA
Grove City,41.1439,-80.158,McDonald's,PA
Paso Robles,35.6156,-120.6829,Wendy's,CA
Arroyo Grande,35.1208,-120.6008,Jack in the Box,CA
Cortland,41.3171,-80.7327,Mcdonalds,OH
Cortland,41.3201,-80.7307,Burger King,OH
Cypress,29.9685,-95.6904,McDonald's,TX
Houston,29.67614,-95.56073,McDonald's,TX
Paso Robles,35.6403,-120.688,Taco Bell,CA
Frackville,40.77117,-76.23731,McDonald's,PA
Atascadero,35.4684,-120.654,Jack in the Box,CA
Shavertown,41.3224,-75.9424,Mc Donald's,PA
Fremont,41.3735,-83.118,McDonalds,OH
Temple,31.0982,-97.34282,Jack in the Box,TX
Killeen,31.08996,-97.72917,McDonald's,TX
Salem,40.90108,-80.83379,McDonalds,OH
Lisbon,40.7878,-80.7751,McDonald's,OH
Bellaire,40.01148,-80.74575,McDonald's,OH
Clarksburg,39.2776,-80.2805,KFC,WV
Grafton,39.345281,-80.003115,McDonald's,WV
Chillicothe,39.3573,-82.9757,McDonald's,OH
Huntsville,34.793669,-86.578026,Bojangles' Famous Chicken 'n Biscuits,AL
Athens,34.783776,-86.944886,Bojangles' Famous Chicken 'n Biscuits,AL
Williston,48.1631,-103.62554,Subway,ND
Menomonie,44.9017,-91.9321,Wendy's,WI
Menomonie,44.9003,-91.9325,McDonalds,WI
Menomonie,44.90241,-91.9328,Arby's,WI
West Palm Beach,26.8081,-80.0738,KFC,FL
Port Arthur,29.94573,-93.99538,Chick-Fil-A,TX
Tiffin,41.1113,-83.2036,McDonald's,OH
Fostoria,41.16463,-83.42052,McDonald's,OH
Merrill,45.1785,-89.6515,McDonalds,WI
Wheeling,40.04861,-80.664326,Arby's,WV
Menomonie,44.87939,-91.914096,Culver's,WI
Wheeling,40.0773,-80.695,Hardee's,WV
Fond Du Lac,43.784311,-88.464986,Hardee's,WI
Sunbury,40.2485,-82.8681,McDonald's,OH
Shelby,40.869611,-82.645239,Wendy's,OH
Shelby,40.871359,-82.647116,McDonald's,OH
Mansfield,40.696667,-82.511731,McDonald's,OH
Mansfield,40.76998,-82.58999,McDonald's,OH
Menasha,44.23693,-88.42341,McDonald's,WI
Parkersburg,39.288513,-81.531716,Wendy's,WV
Vienna,39.30528,-81.55042,Taco Bell,WV
Weatherford,32.73772,-97.64231,Whataburger,TX
Wheeling,40.04628,-80.6539,Subway,WV
Wheeling,40.07798,-80.6904,Subway,WV
Wheeling,40.0716,-80.7345,KFC,WV
Waco,31.6044,-97.1042,Wendy's,TX
Belle,38.20477,-81.5047,McDonald's,WV
San Jose,37.2752,-121.8653,McDonald's,CA
Salt Lake City,40.63885,-112.00837,TacoTime,UT
Kanab,37.04302,-112.51349,Wendy's,UT
Price,39.599878,-110.82264,Wendy's,UT
Dayton,39.6755,-84.2438,KFC,OH
Ephraim,39.35,-111.5876,McDonald's,UT
Klamath Falls,42.249219,-121.789862,Burger King,OR
Klamath Falls,42.21432,-121.76411,Wendy's,OR
Klamath Falls,42.210781,-121.755088,Arby's,OR
Klamath Falls,42.248892,-121.790462,McDonald's,OR
Clarksville,36.5519,-87.398,Sonic Drive-In,TN
West Chester,39.32317,-84.42818,Burger King,OH
Saint George,37.0606,-113.5859,Wendy's,UT
Saint George,37.1065,-113.5561,Five Guys,UT
Saint George,37.0874,-113.5844,McDonald's,UT
Saint George,37.12237,-113.62421,McDonald's,UT
Saint George,37.122734,-113.623076,Wendy's,UT
Saint George,37.114797,-113.553321,Carl's Jr.,UT
Saint George,37.10944,-113.56661,McDonald's,UT
Fort Campbell,36.647671,-87.453749,Taco Bell,KY
Aransas Pass,27.9235,-97.1756,McDonald's,TX
Cincinnati,39.217111,-84.545924,Burger King,OH
Florence,39.019712,-84.628729,Burger King,KY
Springboro,39.561884,-84.255956,Burger King,OH
Cincinnati,39.094863,-84.613747,Burger King,OH
Newport,39.086386,-84.478213,Burger King,KY
Cincinnati,39.223404,-84.517544,Burger King,OH
Ft Mitchell,39.034544,-84.53318,Burger King,KY
Harlingen,26.1721,-97.6751,Wendy's,TX
Harlingen,26.19011,-97.71322,Whataburger,TX
Fairmont,39.4425,-80.16758,Quiznos,WV
Harlingen,26.19035,-97.67943,Whataburger,TX
Fairmont,39.4767,-80.1217,Wendy's,WV
Fairmont,39.43145,-80.18518,Arby's,WV
Fairmont,39.47521,-80.15172,Burger King,WV
Fairmont,39.4224,-80.1842,Hardee's,WV
Oak Hill,37.9729,-81.1477,Wendy's,WV
Williston,48.157062,-103.625752,Pizza Hut,ND
Newport,39.08481,-84.480558,Taco Bell,KY
Williston,48.161544,-103.625753,Pizza Hut,ND
Williston,48.16583,-103.625,McDonald's,ND
Williston,48.153438,-103.625735,Hardee's,ND
Williston,48.14933,-103.62257,Domino's Pizza,ND
Williston,48.154526,-103.626381,Arby's,ND
Sunbury,40.862198,-76.790584,Burger King,PA
Shamokin,40.79189,-76.55648,Wendy's,PA
Milton,41.019555,-76.853877,McDonald's,PA
Alamo,26.194553,-98.121353,Whataburger,TX
Mission,26.2298,-98.3218,Whataburger,TX
Key West,24.560301,-81.780278,Burger King,FL
Cincinnati,39.202453,-84.521707,Gold Star Chili,OH
Newport,39.02709,-84.45144,Gold Star Chili,KY
Rio Grande City,26.3651,-98.7916,Burger King,TX
Oak Hill,38.0083,-81.12847,Domino's Pizza,WV
Fayetteville,38.032991,-81.12213,Arby's,WV
Brigham City,41.49228,-112.01667,McDonald's,UT
Tremonton,41.71097,-112.20044,McDonald's,UT
Brigham City,41.49557,-112.01561,Wendy's,UT
Brigham City,41.494212,-112.016589,Arby's,UT
Gilmer,32.73307,-94.94274,Jack In The Box,TX
Burlington,39.02658,-84.7146,Subway,KY
Fairfield,39.338281,-84.563654,Gold Star Chili,OH
San Jose,37.304643,-121.861345,Burger King,CA
Cincinnati,39.284774,-84.444467,McDonald's,OH
Mount Orab,39.0394,-83.91978,McDonald's,OH
Independence,38.92892,-84.5453,McDonald's,KY
Dry Ridge,38.6832,-84.6001,McDonald's,KY
Bellevue,39.097786,-84.482277,Lee's Famous Recipe Chicken,KY
Maineville,39.34724,-84.21777,Skyline Chili,OH
Fairfield,39.3383,-84.5595,KFC,OH
Cincinnati,39.0946,-84.2644,KFC,OH
Kenton,40.655395,-83.583194,Arby's,OH
Cincinnati,39.19685,-84.38105,Burger King,OH
Somerset,40.0169,-79.0787,McDonald's,PA
Brigham City,41.48406,-112.02783,Domino's Pizza,UT
Somerset,40.017203,-79.081813,Arby's,PA
Sanger,36.70546,-119.57706,McDonald's,CA
Sweet Home,44.3996,-122.7203,McDonald's,OR
Vernal,40.450406,-109.550556,Wendy's,UT
Loveland,39.2521,-84.2963,Burger King,OH
Cincinnati,39.286724,-84.56519,Wendy's,OH
Cincinnati,39.259785,-84.60207,Burger King,OH
Sandy,40.5809,-111.8738,KFC,UT
Salt Lake City,40.63952,-112.00867,Subway,UT
Port Orange,29.1272,-81.006,KFC,FL
Salt Lake City,40.696976,-111.93958,Burger King,UT
Sandy,40.5622,-111.8908,Five Guys,UT
Salt Lake City,40.7387,-111.8261,Domino's Pizza,UT
New Smyrna Beach,29.0137,-80.9433,McDonald's,FL
Fort Lauderdale,26.1214,-80.1893,Popeyes Chicken and Biscuits,FL
Marysville,39.1433,-121.5907,Burger King,CA
Mansfield,40.771546,-82.590942,Arby's,OH
Newport,35.940907,-83.211895,Bojangles' Famous Chicken 'n Biscuits,TN
Delhi,42.26841,-74.92205,McDonald's,NY
Ogden,41.2458,-111.9779,Del Taco,UT
Ogden,41.19605,-111.949,Jimmy John's,UT
Ogden,41.22331,-111.9718,Subway,UT
Clearfield,41.09382,-112.00631,Wendy's,UT
Ogden,41.24561,-111.97017,McDonald's,UT
Ogden,41.1589,-111.9391,Wendy's,UT
Ogden,41.177333,-111.948732,Arby's,UT
Ogden,41.1686,-111.9622,Arctic Circle,UT
Shamokin Dam,40.8416,-76.8271,McDonald's,PA
Bountiful,40.87793,-111.89176,Domino's Pizza,UT
Ogden,41.15123,-111.93647,Domino's Pizza,UT
Morgantown,39.650634,-79.972138,Arby's,WV
Ogden,41.18546,-111.94887,Subway,UT
Hollywood,26.007747,-80.374868,Burger King,FL
Morgantown,39.6203,-79.9246,KFC,WV
Selinsgrove,40.826518,-76.845007,Taco Bell,PA
Spanish Fork,40.1227,-111.646,Five Guys,UT
